종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"432320","KB스타리츠","KOSPI","부동산","3105","-250","-7.45","314891354925"
"002380","KCC","KOSPI","화학","495000","-88000","-15.09","4398803145000"
"344820","KCC글라스","KOSPI","비금속","26000","-1900","-6.81","415233312000"
"009070","KCTC","KOSPI","운송·창고","5830","-1270","-17.89","174900000000"
"009440","KC그린홀딩스","KOSPI","기타금융","756","0","0.00","17568790596"
"119650","KC코트렐","KOSPI","기계·장비","918","0","0.00","100782913662"
"092220","KEC","KOSPI","전기·전자","1150","-132","-10.30","230877612150"
"003620","KG모빌리티","KOSPI","운송장비·부품","3280","-530","-13.91","663789711360"
"016380","KG스틸","KOSPI","금속","5330","-510","-8.73","533047421010"
"001390","KG케미칼","KOSPI","화학","4570","-650","-12.45","307254947100"
"001940","KISCO홀딩스","KOSPI","금속","23000","-2050","-8.18","326056740000"
"025000","KPX케미칼","KOSPI","화학","50000","-2800","-5.30","218935450000"
"092230","KPX홀딩스","KOSPI","화학","76100","-6000","-7.31","321495560600"
"000040","KR모터스","KOSPI","운송장비·부품","352","-33","-8.57","30404064768"
"044450","KSS해운","KOSPI","운송·창고","10530","-2120","-16.76","243094316400"
"030200","KT","KOSPI","통신","54900","-8100","-12.86","13835990506500"
"033780","KT&G","KOSPI","음식료·담배","151600","-10700","-6.59","17885259382000"
"058850","KTcs","KOSPI","IT 서비스","2505","-200","-7.39","106925925000"
"058860","KTis","KOSPI","IT 서비스","2695","-185","-6.42","93791390000"
"093050","LF","KOSPI","섬유·의류","20000","-1750","-8.05","584800000000"
"003550","LG","KOSPI","기타금융","91300","-11200","-10.93","14080430710500"
"034220","LG디스플레이","KOSPI","전기·전자","11000","-1860","-14.46","5500000000000"
"051900","LG생활건강","KOSPI","화학","225000","-28500","-11.24","3443053275000"
"051905","LG생활건강우","KOSPI","화학","106000","-7900","-6.94","222567882000"
"064400","LG씨엔에스","KOSPI","IT 서비스","57900","-9700","-14.35","5609696389200"
"373220","LG에너지솔루션","KOSPI","전기·전자","347500","-45500","-11.58","81315000000000"
"003555","LG우","KOSPI","기타금융","68800","-7200","-9.47","207170491200"
"032640","LG유플러스","KOSPI","통신","14580","-1530","-9.50","6266897415900"
"011070","LG이노텍","KOSPI","전기·전자","246000","-39000","-13.68","5822108322000"
"066570","LG전자","KOSPI","전기·전자","109000","-18600","-14.58","17754616183000"
"066575","LG전자우","KOSPI","전기·전자","50100","-8000","-13.77","861018199200"
"037560","LG헬로비전","KOSPI","오락·문화","2130","-230","-9.75","164961822450"
"051910","LG화학","KOSPI","화학","307000","-54000","-14.96","21671849301000"
"051915","LG화학우","KOSPI","화학","148300","-26400","-15.11","1140249040000"
"079550","LIG넥스원","KOSPI","금속","619000","-42000","-6.35","13618000000000"
"006260","LS","KOSPI","기타금융","233000","-32500","-12.24","7386100000000"
"010120","LS ELECTRIC","KOSPI","전기·전자","626000","-88000","-12.32","18780000000000"
"000680","LS네트웍스","KOSPI","유통","2945","-330","-10.08","232074882120"
"229640","LS에코에너지","KOSPI","기타금융","37950","-7050","-15.67","1162214158050"
"108320","LX세미콘","KOSPI","전기·전자","47200","-6300","-11.78","767674960000"
"001120","LX인터내셔널","KOSPI","유통","38500","-4700","-10.88","1492260000000"
"108670","LX하우시스","KOSPI","화학","27900","-2700","-8.82","250197993000"
"108675","LX하우시스우","KOSPI","화학","15550","-1250","-7.44","16052731500"
"383800","LX홀딩스","KOSPI","기타금융","7800","-810","-9.41","594989382000"
"38380K","LX홀딩스1우","KOSPI","기타금융","7820","-880","-10.11","11458528700"
"023150","MH에탄올","KOSPI","음식료·담배","3990","-160","-3.86","29440318740"
"035420","NAVER","KOSPI","IT 서비스","208000","-28000","-11.86","32625348704000"
"181710","NHN","KOSPI","IT 서비스","33200","-3500","-9.54","1087404214800"
"400760","NH올원리츠","KOSPI","부동산","3060","-120","-3.77","168083581500"
"005940","NH투자증권","KOSPI","증권","28800","-4500","-13.51","10262717827200"
"005945","NH투자증권우","KOSPI","증권","22050","-2650","-10.73","416104844400"
"338100","NH프라임리츠","KOSPI","부동산","4570","-105","-2.25","85276200000"
"034310","NICE","KOSPI","일반서비스","13220","-1240","-8.58","485929615540"
"030190","NICE평가정보","KOSPI","IT 서비스","15630","-1090","-6.52","920787167010"
"008260","NI스틸","KOSPI","금속","3350","-310","-8.47","95810391950"
"004250","NPC","KOSPI","화학","3570","-285","-7.39","131090400000"
"004255","NPC우","KOSPI","화학","2310","-100","-4.15","12196800000"
"456040","OCI","KOSPI","화학","73800","-8600","-10.44","660694131000"
"010060","OCI홀딩스","KOSPI","기타금융","120600","-27600","-18.62","2251629979200"
"178920","PI첨단소재","KOSPI","화학","16620","-2920","-14.94","488068271640"
"001340","PKC","KOSPI","화학","5810","-800","-12.10","260975944670"
"005490","POSCO홀딩스","KOSPI","금속","321500","-53000","-14.15","26019944068000"
"010950","S-Oil","KOSPI","화학","126500","-14800","-10.47","14241723188000"
"010955","S-Oil우","KOSPI","화학","58300","-7400","-11.26","234478344100"
"034120","SBS","KOSPI","오락·문화","16490","-1500","-8.34","305909914620"
"003080","SB성보","KOSPI","화학","2620","-55","-2.06","52452400000"
"005090","SGC에너지","KOSPI","전기·가스","39100","-8500","-17.86","563404920300"
"001380","SG글로벌","KOSPI","운송장비·부품","1341","-165","-10.96","60296915763"
"004060","SG세계물산","KOSPI","유통","570","-47","-7.62","115382227200"
"001770","SHD","KOSPI","금속","16250","-890","-5.19","19741767500"
"002360","SH에너지화학","KOSPI","화학","550","70","14.58","61123551500"
"009160","SIMPAC","KOSPI","금속","4800","-450","-8.57","313780646400"
"033530","SJG세종","KOSPI","운송장비·부품","7650","-1580","-17.12","212830351650"
"123700","SJM","KOSPI","운송장비·부품","3405","-395","-10.39","53134677690"
"025530","SJM홀딩스","KOSPI","유통","3465","-265","-7.10","51746337720"
"034730","SK","KOSPI","기타금융","330000","-49500","-13.04","23925891990000"
"011790","SKC","KOSPI","화학","88000","-17400","-16.51","3332410224000"
"018670","SK가스","KOSPI","유통","217500","-45000","-17.14","2010840570000"
"001740","SK네트웍스","KOSPI","유통","5000","-590","-10.55","1106389510000"
"006120","SK디스커버리","KOSPI","기타금융","50400","-7000","-12.20","924731892000"
"006125","SK디스커버리우","KOSPI","기타금융","35800","-3700","-9.37","46985889000"
"210980","SK디앤디","KOSPI","부동산","12160","-500","-3.95","226387365120"
"395400","SK리츠","KOSPI","부동산","5440","-440","-7.48","1637535852800"
"302440","SK바이오사이언스","KOSPI","제약","41400","-4700","-10.20","3247196621400"
"326030","SK바이오팜","KOSPI","일반서비스","97500","-12700","-11.52","7635541875000"
"402340","SK스퀘어","KOSPI","기타금융","507000","-74000","-12.74","66968167305000"
"361610","SK아이이테크놀로지","KOSPI","전기·전자","20500","-4250","-17.17","1676635550000"
"100090","SK오션플랜트","KOSPI","금속","15250","-2950","-16.21","952791467250"
"03473K","SK우","KOSPI","기타금융","236000","-35000","-12.92","133607860000"
"096770","SK이노베이션","KOSPI","화학","109000","-21900","-16.73","18426753892000"
"096775","SK이노베이션우","KOSPI","화학","69900","-10000","-12.52","87264977400"
"475150","SK이터닉스","KOSPI","건설","21550","-4300","-16.63","727399605100"
"001510","SK증권","KOSPI","증권","1485","-335","-18.41","701796403935"
"001515","SK증권우","KOSPI","증권","2740","-680","-19.88","10720288360"
"285130","SK케미칼","KOSPI","화학","54800","-9600","-14.91","947972376800"
"28513K","SK케미칼우","KOSPI","화학","25600","-2650","-9.38","54154982400"
"017670","SK텔레콤","KOSPI","통신","70300","-7900","-10.10","15099740725900"
"000660","SK하이닉스","KOSPI","전기·전자","849000","-90000","-9.58","605084307885000"
"003570","SNT다이내믹스","KOSPI","운송장비·부품","48000","-8600","-15.19","1596129456000"
"064960","SNT모티브","KOSPI","운송장비·부품","31200","-4600","-12.85","828056486400"
"100840","SNT에너지","KOSPI","기계·장비","35850","-7900","-18.06","741406070550"
"036530","SNT홀딩스","KOSPI","기타금융","52700","-8400","-13.75","859214792200"
"005610","SPC삼립","KOSPI","음식료·담배","49450","-3350","-6.34","426704495050"
"011810","STX","KOSPI","유통","3530","0","0.00","109493282310"
"465770","STX그린로지스","KOSPI","운송·창고","8350","660","8.58","59878117200"
"077970","STX엔진","KOSPI","기계·장비","26100","-5800","-18.18","1047864444300"
"002820","SUN&L","KOSPI","종이·목재","2150","-155","-6.72","27107176350"
"084870","TBH글로벌","KOSPI","섬유·의류","1780","-205","-10.33","37125137820"
"002710","TCC스틸","KOSPI","금속","11930","-2400","-16.75","312729405210"
"069260","TKG휴켐스","KOSPI","화학","16900","-1940","-10.30","690848137200"
"007980","TP","KOSPI","섬유·의류","1734","-187","-9.73","88737675420"
"002900","TYM","KOSPI","기계·장비","5950","-1020","-14.63","246330000000"
"024070","WISCOM","KOSPI","화학","1830","-156","-7.85","28047381540"
"037270","YG PLUS","KOSPI","IT 서비스","5640","-640","-10.19","359059940400"
"139130","iM금융지주","KOSPI","기타금융","16280","-1820","-10.06","2614968211240"
"000500","가온전선","KOSPI","전기·전자","87600","-22000","-20.07","1449176874000"
"000860","강남제비스코","KOSPI","화학","15410","-1850","-10.72","200330000000"
"035250","강원랜드","KOSPI","오락·문화","17370","-1370","-7.31","3716146485000"
"011420","갤럭시아에스엠","KOSPI","오락·문화","1602","-187","-10.45","44134529688"
"002100","경농","KOSPI","화학","8960","-570","-5.98","174922272000"
"009450","경동나비엔","KOSPI","전기·전자","55100","-6600","-10.70","802729419200"
"267290","경동도시가스","KOSPI","전기·가스","21700","-1000","-4.41","127930310200"
"012320","경동인베스트","KOSPI","기타금융","79700","-6800","-7.86","188492333100"
"000050","경방","KOSPI","유통","8450","-1450","-14.65","231659031500"
"214390","경보제약","KOSPI","제약","5210","-520","-9.08","124554740600"
"012610","경인양행","KOSPI","화학","3685","-550","-12.99","153356305025"
"009140","경인전자","KOSPI","전기·전자","20200","-1100","-5.16","31730099400"
"013580","계룡건설","KOSPI","건설","24200","-3450","-12.48","216127949400"
"012200","계양전기","KOSPI","기계·장비","6780","-1170","-14.72","184570780620"
"012205","계양전기우","KOSPI","기계·장비","5530","-1090","-16.47","6465006870"
"002140","고려산업","KOSPI","음식료·담배","2870","195","7.29","71576149750"
"010130","고려아연","KOSPI","금속","1632000","-351000","-17.70","34064685408000"
"002240","고려제강","KOSPI","금속","20650","-2500","-10.80","557550000000"
"009290","광동제약","KOSPI","제약","7630","-1010","-11.69","379972535040"
"017040","광명전기","KOSPI","전기·전자","1200","-180","-13.04","52005138000"
"017900","광전자","KOSPI","전기·전자","1763","-162","-8.42","102154854169"
"037710","광주신세계","KOSPI","유통","35150","-3250","-8.46","279695228500"
"030610","교보증권","KOSPI","증권","11600","-1710","-12.85","1321970347600"
"339770","교촌에프앤비","KOSPI","유통","4090","-290","-6.62","204357177200"
"007690","국도화학","KOSPI","화학","34250","-3650","-9.63","317183496000"
"002720","국제약품","KOSPI","제약","4690","-125","-2.60","99239612080"
"083420","그린케미칼","KOSPI","화학","5100","-840","-14.14","122400000000"
"014530","극동유화","KOSPI","화학","5990","1375","29.79","208867825800"
"014280","금강공업","KOSPI","금속","4655","-445","-8.73","136528156835"
"014285","금강공업우","KOSPI","금속","6460","-690","-9.65","3810592500"
"008870","금비","KOSPI","비금속","45600","-2200","-4.60","45600000000"
"001570","금양","KOSPI","화학","9900","0","0.00","633275240400"
"002990","금호건설","KOSPI","건설","4150","-740","-15.13","153536554000"
"002995","금호건설우","KOSPI","건설","13300","-1160","-8.02","3887137800"
"011780","금호석유화학","KOSPI","화학","120700","-17800","-12.85","3142031259400"
"011785","금호석유화학우","KOSPI","화학","59200","-6000","-9.20","178990371200"
"214330","금호에이치티","KOSPI","운송장비·부품","472","-29","-5.79","102917952720"
"001210","금호전기","KOSPI","전기·전자","770","-61","-7.34","47396577690"
"073240","금호타이어","KOSPI","화학","5690","-1040","-15.45","1634511033030"
"092440","기신정기","KOSPI","기계·장비","2185","-130","-5.62","63802000000"
"000270","기아","KOSPI","운송장비·부품","156700","-25600","-14.04","61177716786600"
"024110","기업은행","KOSPI","은행","22400","-2700","-10.76","17862339465600"
"013700","까뮤이앤씨","KOSPI","건설","1164","-86","-6.88","69549966120"
"004540","깨끗한나라","KOSPI","종이·목재","1802","-165","-8.39","67107728786"
"004545","깨끗한나라우","KOSPI","종이·목재","10020","-390","-3.75","3668923200"
"001260","남광토건","KOSPI","건설","7690","-760","-8.99","75612478680"
"008350","남선알미늄","KOSPI","금속","1206","36","3.08","155669382540"
"008355","남선알미우","KOSPI","금속","12310","-1450","-10.54","3790125900"
"004270","남성","KOSPI","유통","697","-76","-9.83","25239875520"
"003920","남양유업","KOSPI","음식료·담배","46050","-3350","-6.78","276300000000"
"003925","남양유업우","KOSPI","음식료·담배","32150","-2000","-5.86","64300000000"
"025860","남해화학","KOSPI","화학","7010","-340","-4.63","348248689430"
"005720","넥센","KOSPI","화학","6330","-330","-4.95","338933374410"
"005725","넥센우","KOSPI","화학","4460","-45","-1.00","16058676000"
"002350","넥센타이어","KOSPI","화학","7560","-920","-10.85","738369150120"
"002355","넥센타이어1우B","KOSPI","화학","4095","-400","-8.90","26617500000"
"092790","넥스틸","KOSPI","금속","9910","-1520","-13.30","257679820000"
"251270","넷마블","KOSPI","IT 서비스","45750","-5650","-10.99","3749686973250"
"090350","노루페인트","KOSPI","화학","7700","-940","-10.88","154000000000"
"090355","노루페인트우","KOSPI","화학","12070","-710","-5.56","5589930820"
"000320","노루홀딩스","KOSPI","기타금융","21200","-3350","-13.65","281772401200"
"000325","노루홀딩스우","KOSPI","기타금융","27700","-3100","-10.06","6746584300"
"006280","녹십자","KOSPI","제약","138700","-23400","-14.44","1620922820600"
"005250","녹십자홀딩스","KOSPI","일반서비스","13730","-1690","-10.96","645697323300"
"005257","녹십자홀딩스2우","KOSPI","일반서비스","22600","-1500","-6.22","19119374000"
"004370","농심","KOSPI","음식료·담배","387000","-32000","-7.64","2353982454000"
"072710","농심홀딩스","KOSPI","기타금융","87900","-9400","-9.66","407661741000"
"058730","다스코","KOSPI","금속","2920","-360","-10.98","58248805320"
"030210","다올투자증권","KOSPI","증권","4100","-345","-7.76","249735534600"
"023590","다우기술","KOSPI","IT 서비스","44150","-7150","-13.94","1980861140550"
"145210","다이나믹디자인","KOSPI","기계·장비","323","-40","-11.02","13642443764"
"483650","달바글로벌","KOSPI","화학","141500","-17100","-10.78","1753562097500"
"019680","대교","KOSPI","일반서비스","1510","-97","-6.04","127901303500"
"019685","대교우B","KOSPI","일반서비스","1046","-42","-3.86","20320631540"
"006370","대구백화점","KOSPI","유통","4230","-415","-8.93","45775414530"
"008060","대덕","KOSPI","기타금융","10550","-1050","-9.05","357541082500"
"00806K","대덕1우","KOSPI","기타금융","9100","-530","-5.50","11032448700"
"353200","대덕전자","KOSPI","전기·전자","49900","-8800","-14.99","2465904557500"
"35320K","대덕전자1우","KOSPI","전기·전자","14100","-2870","-16.91","29546817900"
"000490","대동","KOSPI","기계·장비","9200","-1310","-12.46","265207158000"
"008110","대동전자","KOSPI","전기·전자","15040","0","0.00","157776322880"
"005750","대림바스","KOSPI","비금속","4620","-560","-10.81","77025748800"
"006570","대림통상","KOSPI","금속","1914","-86","-4.30","29140650000"
"001680","대상","KOSPI","음식료·담배","20400","-1550","-7.06","706819710000"
"001685","대상우","KOSPI","음식료·담배","16680","-790","-4.52","22855319640"
"084690","대상홀딩스","KOSPI","기타금융","8900","-950","-9.64","322291588200"
"084695","대상홀딩스우","KOSPI","기타금융","12640","-1190","-8.60","11546412480"
"128820","대성산업","KOSPI","유통","9130","-1740","-16.01","412999914140"
"117580","대성에너지","KOSPI","전기·가스","13580","3130","29.95","373450000000"
"016710","대성홀딩스","KOSPI","일반서비스","8650","-590","-6.39","139173820350"
"0030R0","대신밸류리츠","KOSPI","기타금융","4320","-135","-3.03","258249600000"
"003540","대신증권","KOSPI","증권","36050","-5350","-12.92","1830381070000"
"003547","대신증권2우B","KOSPI","증권","22450","-3000","-11.79","224500000000"
"003545","대신증권우","KOSPI","증권","23700","-2700","-10.23","616200000000"
"009190","대양금속","KOSPI","금속","1105","-79","-6.67","47727850625"
"014160","대영포장","KOSPI","종이·목재","940","-85","-8.29","101890876060"
"047040","대우건설","KOSPI","건설","7550","-1350","-15.17","3137950916900"
"003090","대웅","KOSPI","제약","22050","-3850","-14.86","1282030659000"
"069620","대웅제약","KOSPI","제약","156000","-22600","-12.65","1807505700000"
"000430","대원강업","KOSPI","운송장비·부품","3775","-335","-8.15","234050000000"
"006340","대원전선","KOSPI","전기·전자","5000","-930","-15.68","385373355000"
"006345","대원전선우","KOSPI","전기·전자","3725","-390","-9.48","9763970000"
"003220","대원제약","KOSPI","제약","10240","-870","-7.83","229658449920"
"024890","대원화성","KOSPI","화학","734","-52","-6.62","30276877568"
"002880","대유에이텍","KOSPI","운송장비·부품","920","-63","-6.41","43032075400"
"012800","대창","KOSPI","금속","1298","-137","-9.55","118300367702"
"015230","대창단조","KOSPI","운송장비·부품","6010","-670","-10.03","171719102300"
"001070","대한방직","KOSPI","섬유·의류","6300","-810","-11.39","33390000000"
"006650","대한유화","KOSPI","화학","133600","-31500","-19.08","868400000000"
"001440","대한전선","KOSPI","전기·전자","26050","-6000","-18.72","4856952165000"
"084010","대한제강","KOSPI","금속","10620","-1490","-12.30","365026349520"
"001790","대한제당","KOSPI","음식료·담배","2660","-160","-5.67","238592902800"
"001795","대한제당우","KOSPI","음식료·담배","2290","-125","-5.18","14845520400"
"001130","대한제분","KOSPI","음식료·담배","143100","-10000","-6.53","241839000000"
"439260","대한조선","KOSPI","운송장비·부품","92200","-3800","-3.96","3552125966400"
"003490","대한항공","KOSPI","운송·창고","23200","-2000","-7.94","8542719335200"
"003495","대한항공우","KOSPI","운송·창고","22600","-1100","-4.64","25103944400"
"005880","대한해운","KOSPI","운송·창고","2230","-590","-20.92","719726568200"
"003830","대한화섬","KOSPI","화학","116900","-7700","-6.18","155243200000"
"016090","대현","KOSPI","섬유·의류","1615","-73","-4.32","71515930650"
"069460","대호에이엘","KOSPI","금속","517","-41","-7.35","45016199184"
"475560","더본코리아","KOSPI","유통","20800","-2200","-9.57","308421776000"
"192080","더블유게임즈","KOSPI","IT 서비스","47300","-4600","-8.86","1001505036400"
"012510","더존비즈온","KOSPI","IT 서비스","118400","0","0.00","3597321625600"
"004830","덕성","KOSPI","화학","4230","-550","-11.51","66326400000"
"004835","덕성우","KOSPI","화학","5680","-730","-11.39","7906560000"
"145720","덴티움","KOSPI","의료·정밀기기","44100","-4600","-9.45","452194785000"
"002150","도화엔지니어링","KOSPI","일반서비스","5930","-510","-7.92","199959600000"
"460850","동국씨엠","KOSPI","금속","5260","-620","-10.54","157266930560"
"460860","동국제강","KOSPI","금속","8200","-1180","-12.58","406785739400"
"001230","동국홀딩스","KOSPI","기타금융","8550","-1240","-12.67","271894129650"
"023450","동남합성","KOSPI","화학","30500","-500","-1.61","106750000000"
"004140","동방","KOSPI","운송·창고","2510","-370","-12.85","120409132660"
"007590","동방아그로","KOSPI","화학","5760","-140","-2.37","78437243520"
"005960","동부건설","KOSPI","건설","7900","-980","-11.04","181278637700"
"005965","동부건설우","KOSPI","건설","17840","-1630","-8.37","4027058880"
"026960","동서","KOSPI","유통","24650","-2200","-8.19","2457605000000"
"002210","동성제약","KOSPI","제약","973","0","0.00","25900780311"
"102260","동성케미컬","KOSPI","화학","3990","-310","-7.21","200205396090"
"000640","동아쏘시오홀딩스","KOSPI","기타금융","105400","-9100","-7.95","688940143600"
"170900","동아에스티","KOSPI","제약","46900","-3300","-6.57","438639331900"
"028100","동아지질","KOSPI","건설","16300","-1100","-6.32","218248882600"
"001520","동양","KOSPI","비금속","831","-71","-7.87","198346456353"
"001527","동양2우B","KOSPI","비금속","8420","240","2.93","2598150980"
"084670","동양고속","KOSPI","운송·창고","40100","-5900","-12.83","116112316900"
"082640","동양생명","KOSPI","보험","6700","-540","-7.46","1081102519500"
"001525","동양우","KOSPI","비금속","4255","-330","-7.20","2628445405"
"018500","동원금속","KOSPI","운송장비·부품","1400","-153","-9.85","65456906200"
"006040","동원산업","KOSPI","기타금융","37600","-3900","-9.40","1659964273600"
"030720","동원수산","KOSPI","농업, 임업 및 어업","5550","-350","-5.93","25828617750"
"014820","동원시스템즈","KOSPI","화학","22900","-2650","-10.37","663900357800"
"014825","동원시스템즈우","KOSPI","화학","15900","-760","-4.56","4199364900"
"111380","동인기연","KOSPI","섬유·의류","13620","-1500","-9.92","83463360000"
"163560","동일고무벨트","KOSPI","화학","6350","-440","-6.48","88265000000"
"004890","동일산업","KOSPI","금속","37100","-1900","-4.87","89975476500"
"002690","동일제강","KOSPI","금속","1527","-97","-5.97","30998649720"
"000020","동화약품","KOSPI","제약","5660","-490","-7.97","158092120200"
"000150","두산","KOSPI","기타금융","963000","-189000","-16.41","15594663105000"
"000157","두산2우B","KOSPI","기타금융","410000","-102000","-19.92","366145580000"
"454910","두산로보틱스","KOSPI","기계·장비","80600","-17700","-18.01","5224490388000"
"241560","두산밥캣","KOSPI","기계·장비","53100","-11800","-18.18","5089957051500"
"034020","두산에너빌리티","KOSPI","기계·장비","80600","-16300","-16.82","51629228367600"
"000155","두산우","KOSPI","기타금융","467000","-86000","-15.55","1866347754000"
"336260","두산퓨얼셀","KOSPI","전기·전자","32750","-6750","-17.09","2144919526500"
