종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"382150","온코크로스","KOSDAQ","일반서비스","6210","-1140","-15.51","75736892970"
"244460","올리패스","KOSDAQ","제약","1651","0","0.00","13415218661"
"226950","올릭스","KOSDAQ","일반서비스","163400","-30800","-15.86","3299026882200"
"057540","옴니시스템","KOSDAQ","의료·정밀기기","750","-108","-12.59","44587016250"
"131030","옵투스제약","KOSDAQ","제약","9400","-1660","-15.01","165877946000"
"082210","옵트론텍","KOSDAQ","의료·정밀기기","1844","-381","-17.12","61206737656"
"109080","옵티시스","KOSDAQ","전기·전자","8060","-930","-10.34","45426160000"
"380540","옵티코어","KOSDAQ","전기·전자","3300","-670","-16.88","161017451100"
"153710","옵티팜","KOSDAQ","제약","4940","-380","-7.14","72469592520"
"432430","와이랩","KOSDAQ","오락·문화","2830","-470","-14.24","46718545600"
"338840","와이바이오로직스","KOSDAQ","일반서비스","20050","-4900","-19.64","304320524050"
"122990","와이솔","KOSDAQ","전기·전자","6510","-430","-6.20","173420417310"
"232140","와이씨","KOSDAQ","기계·장비","17700","-2300","-11.50","1452202695000"
"112290","와이씨켐","KOSDAQ","화학","21300","-4050","-15.98","215354608500"
"065530","와이어블","KOSDAQ","통신","1209","-97","-7.43","57837059631"
"067900","와이엔텍","KOSDAQ","일반서비스","6410","-660","-9.34","116659814190"
"007530","와이엠","KOSDAQ","금속","2345","-115","-4.67","52186171695"
"155650","와이엠씨","KOSDAQ","전기·전자","3375","-310","-8.41","65725958250"
"273640","와이엠텍","KOSDAQ","전기·전자","6450","-900","-12.24","70730700000"
"251370","와이엠티","KOSDAQ","화학","11120","-2110","-15.95","195978991200"
"209640","와이제이링크","KOSDAQ","기계·장비","3200","-800","-20.00","91018067200"
"096250","와이즈넛","KOSDAQ","IT 서비스","9130","-1420","-13.46","119571373680"
"273060","와이즈버즈","KOSDAQ","일반서비스","972","-171","-14.96","49046713704"
"019210","와이지-원","KOSDAQ","금속","8050","-1040","-11.44","270269242950"
"122870","와이지엔터테인먼트","KOSDAQ","오락·문화","62600","-5100","-7.53","1170059667400"
"079000","와토스코리아","KOSDAQ","화학","8870","-1610","-15.36","63864000000"
"403490","우듬지팜","KOSDAQ","음식료·담배","1169","-158","-11.91","53695050416"
"032820","우리기술","KOSDAQ","전기·전자","12760","-4300","-25.21","2128030549040"
"041190","우리기술투자","KOSDAQ","금융","6100","-1240","-16.89","512400000000"
"115440","우리넷","KOSDAQ","전기·전자","6310","-690","-9.86","68111982520"
"046970","우리로","KOSDAQ","유통","1211","-192","-13.68","53072073789"
"082850","우리바이오","KOSDAQ","음식료·담배","1542","-200","-11.48","74720043276"
"215360","우리산업","KOSDAQ","운송장비·부품","7950","-880","-9.97","72600695850"
"072470","우리산업홀딩스","KOSDAQ","운송장비·부품","3800","-640","-14.41","71771895800"
"073560","우리손에프앤지","KOSDAQ","음식료·담배","1809","-60","-3.21","125250896187"
"037400","우리엔터프라이즈","KOSDAQ","유통","920","-45","-4.66","24125478320"
"153490","우리이앤엘","KOSDAQ","전기·전자","720","-72","-9.09","37065600000"
"101170","우림피티에스","KOSDAQ","기계·장비","12230","-3050","-19.96","165105000000"
"066590","우수AMS","KOSDAQ","운송장비·부품","2550","-410","-13.85","98628739350"
"103840","우양","KOSDAQ","음식료·담배","2800","-275","-8.94","45825998400"
"101970","우양에이치씨","KOSDAQ","금속","10880","-1580","-12.68","160915297920"
"046940","우원개발","KOSDAQ","건설","4220","-540","-11.34","76273757000"
"215380","우정바이오","KOSDAQ","일반서비스","2190","-840","-27.72","36856771440"
"065680","우주일렉트로","KOSDAQ","전기·전자","25650","-4000","-13.49","237018081150"
"018620","우진비앤지","KOSDAQ","제약","684","-76","-10.00","19760276412"
"457550","우진엔텍","KOSDAQ","일반서비스","21500","-4800","-18.25","200357597000"
"396470","워트","KOSDAQ","기계·장비","6010","-890","-12.90","96881200000"
"307280","원바이오젠","KOSDAQ","제약","6920","-450","-6.11","49094818840"
"032940","원익","KOSDAQ","유통","9410","-1830","-16.28","171198294300"
"240810","원익IPS","KOSDAQ","기계·장비","107500","-16000","-12.96","5276519357500"
"074600","원익QnC","KOSDAQ","비금속","26600","-2800","-9.52","699260800000"
"104830","원익머트리얼즈","KOSDAQ","화학","40600","-4400","-9.78","511884800000"
"014190","원익큐브","KOSDAQ","유통","1678","-232","-12.15","59401042268"
"217820","원익피앤이","KOSDAQ","기계·장비","3025","-570","-15.86","143550040975"
"030530","원익홀딩스","KOSDAQ","화학","26550","-5400","-16.90","2050668395550"
"012620","원일특강","KOSDAQ","금속","8130","-680","-7.72","35772000000"
"136150","원일티엔아이","KOSDAQ","기계·장비","14400","-2490","-14.74","120686832000"
"382840","원준","KOSDAQ","기계·장비","7930","-1660","-17.31","121103637330"
"336570","원텍","KOSDAQ","의료·정밀기기","6600","-820","-11.05","593794720200"
"376980","원티드랩","KOSDAQ","IT 서비스","3250","-350","-9.72","31740780500"
"008370","원풍","KOSDAQ","화학","4580","-305","-6.24","54960000000"
"008290","원풍물산","KOSDAQ","섬유·의류","307","-52","-14.48","12492959453"
"101160","월덱스","KOSDAQ","전기·전자","27600","-2800","-9.21","455703406800"
"336060","웨이버스","KOSDAQ","IT 서비스","881","-75","-7.85","42424731200"
"095270","웨이브일렉트로","KOSDAQ","의료·정밀기기","4380","-345","-7.30","62951138280"
"289930","웨이비스","KOSDAQ","전기·전자","13820","-2880","-17.25","173020775260"
"065950","웰크론","KOSDAQ","섬유·의류","1488","-200","-11.85","42008177376"
"076080","웰크론한텍","KOSDAQ","건설","980","-115","-10.50","22142272880"
"043590","웰킵스하이텍","KOSDAQ","전기·전자","609","-5","-0.81","16526288058"
"196700","웹스","KOSDAQ","화학","2345","-85","-3.50","33683917680"
"069080","웹젠","KOSDAQ","IT 서비스","11580","-1220","-9.53","400678236720"
"053580","웹케시","KOSDAQ","IT 서비스","7700","-1100","-12.50","104999109600"
"479960","위너스","KOSDAQ","전기·전자","8420","-1490","-15.04","57685420000"
"377460","위니아에이드","KOSDAQ","일반서비스","4080","0","0.00","253187202960"
"044340","위닉스","KOSDAQ","전기·전자","4545","-405","-8.18","81234716625"
"330350","위더스제약","KOSDAQ","제약","8000","-1190","-12.95","105617112000"
"348350","위드텍","KOSDAQ","의료·정밀기기","8330","-1160","-12.22","83121738000"
"112040","위메이드","KOSDAQ","IT 서비스","21000","-3700","-14.98","712918143000"
"101730","위메이드맥스","KOSDAQ","IT 서비스","5000","-820","-14.09","419016430000"
"123420","위메이드플레이","KOSDAQ","IT 서비스","6260","-970","-13.42","66057610840"
"065370","위세아이텍","KOSDAQ","IT 서비스","4365","-745","-14.58","32230959210"
"038620","위즈코프","KOSDAQ","유통","557","-80","-12.56","42181312005"
"299900","위지윅스튜디오","KOSDAQ","오락·문화","420","-10","-2.33","71840531280"
"036090","위지트","KOSDAQ","기계·장비","581","-71","-10.89","68785917004"
"459100","위츠","KOSDAQ","전기·전자","5180","-920","-15.08","69230700000"
"136540","윈스테크넷","KOSDAQ","IT 서비스","10880","-730","-6.29","133603636480"
"097800","윈팩","KOSDAQ","전기·전자","390","-48","-10.96","53215589310"
"192390","윈하이텍","KOSDAQ","금속","1900","-240","-11.21","20961235100"
"335870","윙스풋","KOSDAQ","유통","1748","-138","-7.32","29279826804"
"900340","윙입푸드","KOSDAQ","금융","601","-75","-11.09","30248887728"
"036200","유니셈","KOSDAQ","기계·장비","8590","-1360","-13.67","263405675570"
"018000","유니슨","KOSDAQ","기계·장비","1010","-161","-13.75","247609319420"
"203450","유니온바이오메트릭스","KOSDAQ","전기·전자","3095","-120","-3.73","43574526665"
"011320","유니크","KOSDAQ","운송장비·부품","3615","-365","-9.17","69844312425"
"086390","유니테스트","KOSDAQ","기계·장비","15300","-2840","-15.66","323352127800"
"241690","유니테크노","KOSDAQ","운송장비·부품","3400","-475","-12.26","83200400400"
"142210","유니트론텍","KOSDAQ","유통","4930","-750","-13.20","103579650030"
"389680","유디엠텍","KOSDAQ","IT 서비스","588","-87","-12.89","24456369420"
"088340","유라클","KOSDAQ","IT 서비스","10680","-1660","-13.45","46611450240"
"048430","유라테크","KOSDAQ","전기·전자","7210","-660","-8.39","83059200000"
"206650","유바이오로직스","KOSDAQ","제약","13290","-1510","-10.20","488052750030"
"089850","유비벨록스","KOSDAQ","IT 서비스","4740","-530","-10.06","69821143260"
"084440","유비온","KOSDAQ","IT 서비스","924","-56","-5.71","18214627200"
"032620","유비케어","KOSDAQ","IT 서비스","3630","-310","-7.87","189475614570"
"264450","유비쿼스","KOSDAQ","전기·전자","11010","-960","-8.02","161467077930"
"078070","유비쿼스홀딩스","KOSDAQ","금융","10610","-1180","-10.01","186786630920"
"024800","유성티엔에스","KOSDAQ","운송·창고","3705","-395","-9.63","137276963460"
"054930","유신","KOSDAQ","일반서비스","20850","-2550","-10.90","62550000000"
"069330","유아이디","KOSDAQ","전기·전자","857","-156","-15.40","12161764987"
"049520","유아이엘","KOSDAQ","전기·전자","3705","-300","-7.49","119476631820"
"444920","유안타제11호스팩","KOSDAQ","금융","2100","-10","-0.47","11004000000"
"450940","유안타제14호스팩","KOSDAQ","금융","2115","0","0.00","9602100000"
"473050","유안타제15호스팩","KOSDAQ","금융","2060","-5","-0.24","14440600000"
"474490","유안타제16호스팩","KOSDAQ","금융","2045","0","0.00","11267950000"
"493790","유안타제17호스팩","KOSDAQ","금융","2005","-20","-0.99","10646550000"
"263770","유에스티","KOSDAQ","금속","1863","-152","-7.54","44153420436"
"388720","유일로보틱스","KOSDAQ","기계·장비","92000","-23000","-20.00","1083883740000"
"340930","유일에너테크","KOSDAQ","기계·장비","960","-156","-13.98","66120753600"
"023410","유진기업","KOSDAQ","비금속","4060","-515","-11.26","313882103780"
"056080","유진로봇","KOSDAQ","기계·장비","27200","-4900","-15.26","1020330534400"
"468760","유진스팩10호","KOSDAQ","금융","2120","-5","-0.24","8988800000"
"488060","유진스팩11호","KOSDAQ","금융","2055","-5","-0.24","9699600000"
"0105P0","유진스팩12호","KOSDAQ","금융","2005","-25","-1.23","11348300000"
"084370","유진테크","KOSDAQ","기계·장비","117900","-11800","-9.10","2701801351800"
"240600","유진테크놀로지","KOSDAQ","금속","2755","-400","-12.68","19087056005"
"221800","유투바이오","KOSDAQ","일반서비스","22550","-600","-2.59","359277288700"
"179900","유티아이","KOSDAQ","전기·전자","19010","-2440","-11.38","376215732120"
"263050","유틸렉스","KOSDAQ","제약","959","0","0.00","35324626904"
"191410","육일씨엔에쓰","KOSDAQ","전기·전자","2535","-520","-17.02","28402786425"
"372170","윤성에프앤씨","KOSDAQ","기계·장비","26200","-5300","-16.83","209051057600"
"146060","율촌","KOSDAQ","금속","1417","-147","-9.40","34030098115"
"039020","이건홀딩스","KOSDAQ","종이·목재","2920","-365","-11.11","65947350280"
"067920","이글루","KOSDAQ","IT 서비스","5290","-260","-4.68","58169469510"
"044960","이글벳","KOSDAQ","유통","3715","-295","-7.36","46964595345"
"303530","이노뎁","KOSDAQ","IT 서비스","4040","-400","-9.01","29650767960"
"296640","이노룰스","KOSDAQ","IT 서비스","6210","-150","-2.36","32156944920"
"302430","이노메트리","KOSDAQ","기계·장비","5820","-770","-11.68","57229270560"
"462350","이노스페이스","KOSDAQ","운송장비·부품","14010","-2920","-17.25","289306920300"
"274400","이노시뮬레이션","KOSDAQ","IT 서비스","3020","-420","-12.21","27441208860"
"073490","이노와이어리스","KOSDAQ","전기·전자","29400","-4500","-13.27","223553072400"
"215790","이노인스트루먼트","KOSDAQ","전기·전자","260","-47","-15.31","10473618740"
"344860","이노진","KOSDAQ","화학","1334","-198","-12.92","16048020000"
"469610","이노테크","KOSDAQ","기계·장비","17720","-3730","-17.39","157298668000"
"088390","이녹스","KOSDAQ","운송장비·부품","10750","-1700","-13.65","100897823000"
"272290","이녹스첨단소재","KOSDAQ","전기·전자","27850","-5750","-17.11","554985275300"
"053350","이니텍","KOSDAQ","IT 서비스","2995","-460","-13.31","65953089675"
"452400","이닉스","KOSDAQ","운송장비·부품","8050","-1390","-14.72","73024995400"
"264850","이랜시스","KOSDAQ","전기·전자","5950","-1350","-18.49","180252941400"
"054210","이랜텍","KOSDAQ","전기·전자","9310","-1540","-14.19","235461165100"
"009730","이렘","KOSDAQ","금속","579","-61","-9.53","35826882588"
"065440","이루온","KOSDAQ","IT 서비스","1207","-91","-7.01","32920949140"
"424870","이뮨온시아","KOSDAQ","일반서비스","6870","-970","-12.37","509514024030"
"115610","이미지스","KOSDAQ","전기·전자","1242","-177","-12.47","29357822196"
"478110","이베스트스팩6호","KOSDAQ","금융","2030","-5","-0.25","10190600000"
"131400","이브이첨단소재","KOSDAQ","전기·전자","1442","-158","-9.88","85931493844"
"351330","이삭엔지니어링","KOSDAQ","IT 서비스","6890","-1050","-13.22","57107902800"
"080010","이상네트웍스","KOSDAQ","유통","6390","-750","-10.50","62846103690"
"086890","이수앱지스","KOSDAQ","제약","4660","-440","-8.63","189756295100"
"047560","이스트소프트","KOSDAQ","IT 서비스","12010","-2080","-14.76","140946741820"
"900110","이스트아시아홀딩스","KOSDAQ","금융","736","-105","-12.49","19347042848"
"239340","이스트에이드","KOSDAQ","IT 서비스","1220","-230","-15.86","32915153480"
"067010","이씨에스","KOSDAQ","IT 서비스","2100","-115","-5.19","25817400000"
"456070","이엔셀","KOSDAQ","제약","13400","-2400","-15.19","146925037000"
"102710","이엔에프테크놀로지","KOSDAQ","화학","51100","-6000","-10.51","730108419600"
"041520","이엘씨","KOSDAQ","의료·정밀기기","7380","-480","-6.11","89952827400"
"063760","이엘피","KOSDAQ","의료·정밀기기","2390","-170","-6.64","22287060700"
"123570","이엠넷","KOSDAQ","일반서비스","1819","-156","-7.90","40520185882"
"083470","이엠앤아이","KOSDAQ","화학","744","64","9.41","15877204776"
"095190","이엠코리아","KOSDAQ","금속","2085","-270","-11.46","136068063270"
"091120","이엠텍","KOSDAQ","전기·전자","5960","-940","-13.62","102112298560"
"039030","이오테크닉스","KOSDAQ","기계·장비","361500","-60000","-14.23","4453517325000"
"294090","이오플로우","KOSDAQ","의료·정밀기기","1490","0","0.00","61207866450"
"088290","이원컴포텍","KOSDAQ","운송장비·부품","575","-41","-6.66","22931209300"
"353810","이지바이오","KOSDAQ","음식료·담배","6600","-480","-6.78","218340672000"
"261520","이지스","KOSDAQ","IT 서비스","8120","-1890","-18.88","79325587320"
"099750","이지케어텍","KOSDAQ","IT 서비스","8150","-620","-7.07","111322259950"
"377330","이지트로닉스","KOSDAQ","전기·전자","2645","-340","-11.39","21530178330"
"035810","이지홀딩스","KOSDAQ","음식료·담배","7760","-310","-3.84","500645595600"
"092130","이크레더블","KOSDAQ","IT 서비스","14810","-500","-3.27","178365716000"
"134060","이퓨쳐","KOSDAQ","오락·문화","3985","-200","-4.78","19005461250"
"001840","이화공영","KOSDAQ","건설","2215","0","0.00","36027920805"
"041830","인바디","KOSDAQ","의료·정밀기기","28650","-2950","-9.34","386227269300"
"352940","인바이오","KOSDAQ","화학","2020","-75","-3.58","21952814600"
"079950","인베니아","KOSDAQ","기계·장비","1126","-196","-14.83","15537786600"
"389470","인벤티지랩","KOSDAQ","일반서비스","81000","-10000","-10.99","1075462515000"
"277410","인산가","KOSDAQ","음식료·담배","1095","-56","-4.87","42060597975"
"060150","인선이엔티","KOSDAQ","일반서비스","3835","-375","-8.91","178571452020"
"033230","인성정보","KOSDAQ","IT 서비스","1398","-157","-10.10","70620501240"
"450520","인스웨이브","KOSDAQ","IT 서비스","2565","-295","-10.31","37717242570"
"465480","인스피언","KOSDAQ","IT 서비스","4810","-340","-6.60","48762683320"
"037330","인지디스플레","KOSDAQ","전기·전자","1300","-150","-10.34","57050791200"
"100030","인지소프트","KOSDAQ","IT 서비스","20150","-1200","-5.62","66166837100"
"211050","인카금융서비스","KOSDAQ","금융","12550","-1050","-7.72","618258895350"
"083640","인콘","KOSDAQ","유통","374","-44","-10.53","29067411274"
"064090","인크레더블버즈","KOSDAQ","유통","798","0","0.00","39694710510"
"216050","인크로스","KOSDAQ","일반서비스","6650","-470","-6.60","85407426300"
"049070","인탑스","KOSDAQ","전기·전자","15380","-2770","-15.26","264536000000"
"119610","인터로조","KOSDAQ","의료·정밀기기","16450","-1250","-7.06","187756138150"
"017250","인터엠","KOSDAQ","전기·전자","980","-53","-5.13","20624557660"
"051370","인터플렉스","KOSDAQ","전기·전자","10810","-870","-7.45","252169972320"
"064290","인텍플러스","KOSDAQ","기계·장비","14220","-440","-3.00","182925539640"
"189300","인텔리안테크","KOSDAQ","전기·전자","100000","-16700","-14.31","1073749700000"
"287840","인투셀","KOSDAQ","일반서비스","39950","-7050","-15.00","599727802000"
"048530","인트론바이오","KOSDAQ","제약","6420","1480","29.96","213089731740"
"115310","인포바인","KOSDAQ","통신","75900","-13000","-14.62","242339819700"
"039290","인포뱅크","KOSDAQ","IT 서비스","4000","-940","-19.03","34775912000"
"071200","인피니트헬스케어","KOSDAQ","IT 서비스","6110","-600","-8.94","149062358380"
"101930","인화정공","KOSDAQ","운송장비·부품","37500","-3700","-8.98","346233075000"
"333430","일승","KOSDAQ","운송장비·부품","4600","-850","-15.60","141343036200"
"068330","일신바이오","KOSDAQ","기계·장비","1385","-161","-10.41","61239353900"
"178780","일월지엠엘","KOSDAQ","유통","2625","-35","-1.32","48927886875"
"019540","일지테크","KOSDAQ","운송장비·부품","4350","-600","-12.12","58783725000"
"094820","일진파워","KOSDAQ","건설","14450","-3140","-17.85","217887345050"
"950140","잉글우드랩","KOSDAQ","화학","12050","-450","-3.60","239407785300"
"049550","잉크테크","KOSDAQ","화학","2900","-240","-7.64","56858203300"
"389020","자람테크놀로지","KOSDAQ","전기·전자","36550","-7450","-16.93","227506315650"
"254120","자비스","KOSDAQ","기계·장비","1039","-126","-10.82","31953686530"
"043910","자연과환경","KOSDAQ","비금속","469","-47","-9.11","53180593333"
"234920","자이글","KOSDAQ","전기·전자","5310","0","0.00","71849132100"
"289220","자이언트스텝","KOSDAQ","오락·문화","3010","-495","-14.12","67159785210"
"049630","재영솔루텍","KOSDAQ","의료·정밀기기","2955","-500","-14.47","345432289800"
"417840","저스템","KOSDAQ","기계·장비","5380","-1120","-17.23","121445865780"
"110020","전진바이오팜","KOSDAQ","화학","1848","-187","-9.19","16740592176"
"208140","정다운","KOSDAQ","음식료·담배","2650","-75","-2.75","86613251900"
"040420","정상제이엘에스","KOSDAQ","일반서비스","5610","-190","-3.28","87951066720"
"045510","정원엔시스","KOSDAQ","유통","749","-59","-7.30","24124759708"
"217190","제너셈","KOSDAQ","기계·장비","5030","-790","-13.57","66163417830"
"095700","제넥신","KOSDAQ","일반서비스","4680","315","7.22","213129511920"
"122310","제노레이","KOSDAQ","의료·정밀기기","3810","-530","-12.21","55450145640"
"361390","제노코","KOSDAQ","전기·전자","21800","-3900","-15.18","205015854600"
"225220","제놀루션","KOSDAQ","제약","1616","-140","-7.97","31011073936"
"123330","제닉","KOSDAQ","화학","16570","-2830","-14.59","132041027600"
"381620","제닉스로보틱스","KOSDAQ","기계·장비","9400","-2210","-19.04","123308448000"
"159580","제로투세븐","KOSDAQ","유통","3380","-460","-11.98","67710309680"
"147830","제룡산업","KOSDAQ","금속","6320","-1030","-14.01","126400000000"
"033100","제룡전기","KOSDAQ","전기·전자","43000","-8100","-15.85","690683587000"
"079370","제우스","KOSDAQ","기계·장비","15000","-2290","-13.24","465254850000"
"054950","제이브이엠","KOSDAQ","기계·장비","23450","-1950","-7.68","283507967400"
"023440","제이스코홀딩스","KOSDAQ","금속","704","-79","-10.09","63460503744"
"090470","제이스텍","KOSDAQ","기계·장비","6620","-880","-11.73","115695052280"
"137950","제이씨케미칼","KOSDAQ","화학","3185","-240","-7.01","70922987590"
"033320","제이씨현시스템","KOSDAQ","유통","4070","-850","-17.28","77795738240"
"417500","제이아이테크","KOSDAQ","화학","4000","-350","-8.05","131138976000"
"204270","제이앤티씨","KOSDAQ","전기·전자","16000","-3250","-16.88","925575456000"
"127120","제이에스링크","KOSDAQ","일반서비스","31950","-5400","-14.46","1090105628400"
"026040","제이에스티나","KOSDAQ","기타제조","2795","-325","-10.42","46128093050"
"452160","제이엔비","KOSDAQ","기계·장비","4800","-990","-17.10","46164129600"
"126880","제이엔케이글로벌","KOSDAQ","기계·장비","3320","-390","-10.51","77040277960"
"322510","제이엘케이","KOSDAQ","IT 서비스","6310","-1060","-14.38","162330378520"
"033050","제이엠아이","KOSDAQ","화학","828","-64","-7.17","26975695176"
"094970","제이엠티","KOSDAQ","전기·전자","2500","-270","-9.75","41870600000"
"418550","제이오","KOSDAQ","일반서비스","6600","-1260","-16.03","211316641800"
"060230","제이케이시냅스","KOSDAQ","화학","1842","0","0.00","17976748488"
"420570","제이투케이바이오","KOSDAQ","화학","7210","-700","-8.85","42160352430"
"089790","제이티","KOSDAQ","기계·장비","5060","-990","-16.36","52196495780"
"0010V0","제이피아이헬스케어","KOSDAQ","의료·정밀기기","11130","-1950","-14.91","56823102000"
"412540","제일엠앤에스","KOSDAQ","기계·장비","3935","0","0.00","81063616775"
"199820","제일일렉트릭","KOSDAQ","전기·전자","8250","-1590","-16.16","183315000000"
"038010","제일테크노스","KOSDAQ","금속","5830","-270","-4.43","52470000000"
"080220","제주반도체","KOSDAQ","전기·전자","36850","-7150","-16.25","1269218396050"
"216080","제테마","KOSDAQ","제약","8070","-1050","-11.51","293432656680"
"337930","젝시믹스","KOSDAQ","IT 서비스","4400","-620","-12.35","130576490000"
"229000","젠큐릭스","KOSDAQ","제약","4110","-1760","-29.98","96289758150"
"082270","젬백스","KOSDAQ","기계·장비","34700","-7500","-17.77","1495354547700"
"034940","조아제약","KOSDAQ","제약","800","-131","-14.07","24783861600"
"067000","조이시티","KOSDAQ","IT 서비스","2175","-285","-11.59","152039995050"
"309930","조이웍스앤코","KOSDAQ","유통","921","-29","-3.05","22552571208"
"033340","좋은사람들","KOSDAQ","섬유·의류","1680","-245","-12.73","162876937440"
"036930","주성엔지니어링","KOSDAQ","기계·장비","53800","-5200","-8.81","2543035669800"
"072020","중앙백신","KOSDAQ","제약","8780","-610","-6.50","83047271860"
"000440","중앙에너비스","KOSDAQ","유통","32800","7550","29.90","204249864000"
"051980","중앙첨단소재","KOSDAQ","전기·전자","1720","-270","-13.57","191077739480"
"228760","지노믹트리","KOSDAQ","일반서비스","17390","-1610","-8.47","428250278820"
"314130","지놈앤컴퍼니","KOSDAQ","제약","5590","-790","-12.38","195051763790"
"389030","지니너스","KOSDAQ","일반서비스","2995","-410","-12.04","99888775775"
"263860","지니언스","KOSDAQ","IT 서비스","12980","-1850","-12.47","117853208000"
"303030","지니틱스","KOSDAQ","전기·전자","513","-63","-10.94","19018802457"
"036180","지더블유바이텍","KOSDAQ","유통","577","0","0.00","53929030348"
"208350","지란지교시큐리티","KOSDAQ","IT 서비스","2615","-80","-2.97","22231605550"
"446840","지슨","KOSDAQ","의료·정밀기기","1380","-120","-8.00","75655854540"
"144510","지씨셀","KOSDAQ","일반서비스","21850","-3850","-14.98","345237516400"
"340450","지씨지놈","KOSDAQ","일반서비스","6510","-1260","-16.22","153966662430"
"306620","지아이에스","KOSDAQ","기계·장비","2410","-465","-16.17","108484366600"
"358570","지아이이노베이션","KOSDAQ","일반서비스","13140","-2980","-18.49","842130984240"
"382480","지아이텍","KOSDAQ","기계·장비","2080","-280","-11.86","81862851200"
"382800","지앤비에스 에코","KOSDAQ","기계·장비","3365","-360","-9.66","107111452965"
"051160","지어소프트","KOSDAQ","IT 서비스","6640","-420","-5.95","102750215200"
"053050","지에스이","KOSDAQ","전기·가스·수도","4010","920","29.77","120250263970"
"388610","지에프씨생명과학","KOSDAQ","화학","10280","-860","-7.72","54110928520"
"493330","지에프아이","KOSDAQ","기계·장비","14500","-900","-5.84","111391117000"
"119850","지엔씨에너지","KOSDAQ","전기·전자","31150","-5050","-13.95","512383515350"
"065060","지엔코","KOSDAQ","섬유·의류","542","-68","-11.15","12900035768"
"204840","지엘팜텍","KOSDAQ","유통","1008","-92","-8.36","78169398048"
"311320","지오엘리먼트","KOSDAQ","전기·전자","6210","-710","-10.26","78336417600"
"456160","지투지바이오","KOSDAQ","제약","84000","-16000","-16.00","1379327040000"
"388050","지투파워","KOSDAQ","전기·전자","9040","-1560","-14.72","169133310480"
"018120","진로발효","KOSDAQ","음식료·담배","17300","-480","-2.70","114545376000"
"109820","진매트릭스","KOSDAQ","일반서비스","2070","-185","-8.20","42214834800"
"086060","진바이오텍","KOSDAQ","유통","4715","-385","-7.55","40598917705"
"036890","진성티이씨","KOSDAQ","기계·장비","13040","-1620","-11.05","287305403920"
"363250","진시스템","KOSDAQ","의료·정밀기기","4425","-585","-11.68","31164381150"
"007370","진양제약","KOSDAQ","제약","4370","-530","-10.82","61768145190"
"285800","진영","KOSDAQ","화학","1269","-129","-9.23","22178655630"
"085660","차바이오텍","KOSDAQ","제약","17270","-2640","-13.26","1596087735440"
"261780","차백신연구소","KOSDAQ","일반서비스","2500","-85","-3.29","67163115000"
"351870","차이커뮤니케이션","KOSDAQ","일반서비스","3755","-445","-10.60","41908210710"
"094850","참좋은여행","KOSDAQ","일반서비스","4750","-660","-12.20","66500000000"
"004650","창해에탄올","KOSDAQ","음식료·담배","9300","-350","-3.63","85475230500"
"278280","천보","KOSDAQ","화학","40500","-8500","-17.35","483764967000"
"362320","청담글로벌","KOSDAQ","유통","4590","-610","-11.73","97084421100"
"066360","체리부로","KOSDAQ","음식료·담배","1039","-4","-0.38","49822143585"
"047820","초록뱀미디어","KOSDAQ","오락·문화","4120","-315","-7.10","100750191600"
"094360","칩스앤미디어","KOSDAQ","전기·전자","14550","-2730","-15.80","310412231700"
"016920","카스","KOSDAQ","유통","895","-61","-6.38","23711716510"
"284620","카이노스메드","KOSDAQ","일반서비스","1087","0","0.00","35965517911"
"293490","카카오게임즈","KOSDAQ","IT 서비스","12110","-1730","-12.50","1087319492210"
"140430","카티스","KOSDAQ","IT 서비스","599","-88","-12.81","32015075861"
"042000","카페24","KOSDAQ","IT 서비스","25700","-4750","-15.60","623303487800"
"313760","캐리","KOSDAQ","전기·전자","463","-59","-11.30","5188927118"
"317530","캐리소프트","KOSDAQ","오락·문화","4370","85","1.98","76452634340"
"071850","캐스텍코리아","KOSDAQ","운송장비·부품","1473","-11","-0.74","35736361674"
"198080","캐프","KOSDAQ","전기·전자","2125","-245","-10.34","45762268125"
"210120","캔버스엔","KOSDAQ","오락·문화","1148","-60","-4.97","27824624744"
"050110","캠시스","KOSDAQ","전기·전자","1822","-173","-8.67","26901507506"
"452300","캡스톤파트너스","KOSDAQ","금융","2830","-400","-12.38","40099699150"
"451760","컨텍","KOSDAQ","IT 서비스","14050","-2750","-16.37","215741403000"
"900310","컬러레이","KOSDAQ","금융","466","-34","-6.80","29843420550"
"078340","컴투스","KOSDAQ","IT 서비스","29900","-3600","-10.75","361530258700"
"063080","컴투스홀딩스","KOSDAQ","IT 서비스","16730","-1640","-8.93","110337562160"
"307930","컴퍼니케이","KOSDAQ","금융","6250","-740","-10.59","97562500000"
"079190","케스피온","KOSDAQ","전기·전자","393","-22","-5.30","15073717002"
"263700","케어랩스","KOSDAQ","일반서비스","2295","-305","-11.73","44555589000"
"214370","케어젠","KOSDAQ","제약","106500","-22500","-17.44","5720647500000"
"221980","케이디켐","KOSDAQ","화학","10300","-150","-1.44","41558440000"
"038530","케이바이오","KOSDAQ","유통","333","-35","-9.51","38532877551"
"192250","케이사인","KOSDAQ","IT 서비스","8680","-850","-8.92","61342645000"
"431190","케이쓰리아이","KOSDAQ","IT 서비스","3880","-550","-12.42","29047394960"
"115500","케이씨에스","KOSDAQ","IT 서비스","7780","-1170","-13.07","93360000000"
